time,car_cnt,request_cnt,ride_cnt,waiting_time,fare,distance,target,temp_max,temp_min,rain(mm),humidity_max(%),humidity_min(%),sunshine(MJ/m2),year,month,week,weekday,holiday,7days_waiting_time
2018-10-26,513,5017,3778,68.7,2257,8715,81.7,11.4,6.3,0.0,66.0,32.0,11.6,2018,10,43,4,0.0,66.28571428571429
2018-10-27,264,2303,1639,81.7,2509,10935,58.2,12.4,6.0,5.5,90.0,55.0,6.66,2018,10,43,5,1.0,68.0
2018-10-28,202,1933,1531,58.2,2465,10567,69.4,11.3,4.3,0.0,83.0,39.0,9.84,2018,10,43,6,1.0,66.37142857142857
2018-10-29,503,4982,3908,69.4,2240,8532,67.1,11.0,0.8,0.0,69.0,33.0,14.55,2018,10,44,0,0.0,68.94285714285715
2018-10-30,529,5103,4017,67.1,2251,8657,69.9,12.0,3.2,0.0,75.0,34.0,14.51,2018,10,44,1,0.0,68.41428571428573
2018-10-31,473,4970,3874,69.9,2277,8911,66.1,14.9,2.5,0.0,75.0,30.0,13.95,2018,10,44,2,0.0,68.44285714285715
2018-11-01,530,5091,3852,66.1,2313,9198,46.0,18.8,4.1,0.0,77.0,31.0,13.52,2018,11,44,3,0.0,68.72857142857143
2018-11-02,556,5409,4084,46.0,2261,8835,57.6,18.7,5.2,0.0,79.0,24.0,13.59,2018,11,44,4,0.0,65.48571428571428
2018-11-03,288,2394,1794,57.6,2486,10694,67.0,19.3,5.7,0.0,79.0,25.0,13.41,2018,11,44,5,1.0,62.042857142857144
2018-11-04,205,1999,1580,67.0,2576,11527,49.1,18.0,7.0,0.0,86.0,38.0,11.09,2018,11,44,6,1.0,63.300000000000004
2018-11-05,566,5383,4191,49.1,2250,8691,67.1,17.4,8.3,0.0,84.0,50.0,7.85,2018,11,45,0,0.0,60.4
2018-11-06,528,5198,4165,67.1,2266,8732,73.9,15.5,10.6,2.0,95.0,68.0,4.05,2018,11,45,1,0.0,60.39999999999999
2018-11-07,479,5055,3885,73.9,2283,9006,76.2,14.0,10.6,46.0,97.0,70.0,1.31,2018,11,45,2,0.0,60.971428571428575
2018-11-08,519,5124,3927,76.2,2226,8361,57.8,15.1,10.1,19.0,96.0,46.0,9.75,2018,11,45,3,0.0,62.41428571428571
2018-11-09,548,5282,4108,57.8,2280,8966,84.8,17.1,9.3,0.0,87.0,36.0,11.14,2018,11,45,4,0.0,64.1
2018-11-10,266,2303,1648,84.8,2578,11646,59.8,10.7,6.3,0.0,89.0,51.0,3.72,2018,11,45,5,1.0,67.98571428571428
2018-11-11,205,1947,1585,59.8,2494,10787,56.1,14.2,3.3,0.0,72.0,33.0,12.12,2018,11,45,6,1.0,66.95714285714284
2018-11-12,507,5244,4208,56.1,2257,8737,76.6,15.3,4.2,0.0,72.0,37.0,11.7,2018,11,46,0,0.0,67.95714285714286
2018-11-13,452,4974,3865,76.6,2274,8836,81.2,16.1,5.0,0.0,78.0,30.0,11.61,2018,11,46,1,0.0,69.31428571428572
2018-11-14,433,4959,3769,81.2,2294,9059,68.6,16.1,4.8,0.0,78.0,30.0,9.55,2018,11,46,2,0.0,70.35714285714286
2018-11-15,454,4939,3800,68.6,2264,8781,52.4,14.4,5.0,0.0,78.0,44.0,8.28,2018,11,46,3,0.0,69.27142857142857
2018-11-16,482,5246,4006,52.4,2240,8639,94.7,10.9,0.7,0.0,77.0,32.0,9.17,2018,11,46,4,0.0,68.5
2018-11-17,205,2088,1442,94.7,2475,10561,65.3,10.1,1.9,0.0,56.0,34.0,7.49,2018,11,46,5,1.0,69.91428571428571
2018-11-18,202,1961,1564,65.3,2497,10810,65.9,11.1,3.4,0.0,73.0,34.0,7.83,2018,11,46,6,1.0,70.7
2018-11-19,487,5043,4014,65.9,2257,8746,70.0,12.3,0.3,0.0,53.0,16.0,11.03,2018,11,47,0,0.0,72.1
2018-11-20,475,5003,3965,70.0,2249,8591,75.5,8.0,3.9,1.2,87.0,30.0,2.95,2018,11,47,1,0.0,71.15714285714286
2018-11-21,415,4919,3767,75.5,2249,8669,65.3,6.9,-1.2,0.0,48.0,21.0,10.82,2018,11,47,2,0.0,70.34285714285714
2018-11-22,477,4920,3948,65.3,2274,8933,54.5,6.5,-3.0,0.0,45.0,16.0,10.76,2018,11,47,3,0.0,69.87142857142858
2018-11-23,506,5193,4036,54.5,2246,8594,86.7,3.7,0.3,10.9,97.0,25.0,3.38,2018,11,47,4,0.0,70.17142857142856
2018-11-24,220,2022,1311,86.7,2499,11067,79.6,9.5,1.3,0.0,96.0,52.0,7.9,2018,11,47,5,1.0,69.02857142857142
2018-11-25,176,1915,1425,79.6,2555,11426,71.2,13.2,1.7,0.0,93.0,43.0,10.05,2018,11,47,6,1.0,71.07142857142857
2018-11-26,463,4944,3901,71.2,2238,8551,73.7,12.5,3.1,0.0,88.0,33.0,4.62,2018,11,48,0,0.0,71.82857142857144
2018-11-27,459,4939,3839,73.7,2264,8835,71.6,10.5,2.1,0.0,38.0,13.0,9.68,2018,11,48,1,0.0,72.35714285714286
2018-11-28,430,4930,3849,71.6,2274,8939,69.0,6.5,0.8,0.0,59.0,26.0,2.81,2018,11,48,2,0.0,71.8
2018-11-29,455,4925,3855,69.0,2266,8816,60.3,7.8,-1.5,0.0,71.0,20.0,10.22,2018,11,48,3,0.0,72.32857142857144
2018-11-30,464,5045,3971,60.3,2248,8699,88.2,12.2,0.9,0.0,55.0,25.0,9.88,2018,11,48,4,0.0,73.15714285714286
2018-12-01,224,2181,1493,88.2,2531,11101,63.0,11.6,2.9,0.0,54.0,45.0,5.59,2018,12,48,5,1.0,73.37142857142858
2018-12-02,186,1919,1552,63.0,2525,10953,82.0,13.5,9.3,9.5,98.0,48.0,0.65,2018,12,48,6,1.0,71.0
2018-12-03,424,5013,3759,82.0,2252,8610,80.9,11.7,0.5,5.0,98.0,44.0,3.33,2018,12,49,0,0.0,72.54285714285714
2018-12-04,431,4877,3649,80.9,2262,8764,76.5,3.2,-4.0,0.0,52.0,32.0,6.33,2018,12,49,1,0.0,73.57142857142857
2018-12-05,411,4888,3792,76.5,2282,8971,65.8,6.7,0.2,0.0,61.0,33.0,7.77,2018,12,49,2,0.0,74.27142857142857
2018-12-06,455,5081,3928,65.8,2256,8674,96.1,-1.0,-9.2,0.0,57.0,20.0,10.91,2018,12,49,3,0.0,73.81428571428572
2018-12-07,411,4713,3229,96.1,2258,8795,90.2,-4.5,-11.3,0.0,55.0,20.0,10.75,2018,12,49,4,0.0,78.92857142857143
2018-12-08,215,2101,1428,90.2,2554,11563,76.5,-2.6,-11.7,0.0,46.0,17.0,10.57,2018,12,49,5,1.0,79.21428571428571
2018-12-09,167,1821,1368,76.5,2536,11253,77.9,4.4,-8.1,0.0,43.0,18.0,9.46,2018,12,49,6,1.0,81.14285714285714
2018-12-10,434,4896,3759,77.9,2267,8841,82.1,2.9,-2.3,0.0,58.0,25.0,3.59,2018,12,50,0,0.0,80.55714285714285
2018-12-11,443,4847,3709,82.1,2245,8641,88.6,1.9,-4.7,0.0,72.0,21.0,10.42,2018,12,50,1,0.0,80.72857142857143
2018-12-12,397,4844,3596,88.6,2257,8760,71.7,1.8,-5.4,1.3,88.0,35.0,5.83,2018,12,50,2,0.0,82.45714285714287
2018-12-13,441,5106,3717,71.7,2249,8604,91.8,0.5,-7.5,0.0,58.0,30.0,10.4,2018,12,50,3,0.0,83.3
2018-12-14,413,4821,3465,91.8,2263,8815,88.7,3.2,-7.7,0.0,62.0,30.0,8.83,2018,12,50,4,0.0,82.68571428571428
2018-12-15,226,2184,1514,88.7,2545,11313,58.3,1.9,-2.5,0.3,84.0,54.0,3.19,2018,12,50,5,1.0,82.47142857142856
2018-12-16,164,1873,1451,58.3,2482,10759,73.3,5.8,-0.8,0.3,86.0,32.0,8.92,2018,12,50,6,1.0,79.87142857142858
2018-12-17,430,4927,3736,73.3,2245,8653,89.0,7.3,-2.8,0.0,72.0,36.0,7.67,2018,12,51,0,0.0,79.21428571428571
2018-12-18,424,4668,3491,89.0,2248,8630,89.8,9.4,1.4,0.0,81.0,19.0,9.29,2018,12,51,1,0.0,80.2
2018-12-19,396,4726,3437,89.8,2291,9066,92.4,10.1,-1.1,0.0,57.0,27.0,8.78,2018,12,51,2,0.0,80.37142857142858
2018-12-20,406,4856,3509,92.4,2265,8761,96.0,9.8,0.4,0.0,58.0,28.0,5.82,2018,12,51,3,0.0,83.32857142857142
2018-12-21,406,4835,3435,96.0,2283,8933,67.5,12.3,3.2,0.0,67.0,27.0,8.93,2018,12,51,4,0.0,83.92857142857143
2018-12-22,225,2197,1579,67.5,2475,10753,63.1,7.2,-2.8,0.0,63.0,22.0,9.58,2018,12,51,5,1.0,80.89999999999999
2018-12-23,171,1841,1462,63.1,2445,10390,59.4,2.9,-5.7,0.0,50.0,17.0,10.5,2018,12,51,6,1.0,81.58571428571429
2018-12-24,432,5011,3560,59.4,2236,8578,30.6,5.0,-3.9,0.0,74.0,34.0,5.67,2018,12,52,0,0.0,79.60000000000001
2018-12-25,250,2064,1455,30.6,2370,9748,78.4,3.0,-6.3,0.0,76.0,17.0,9.97,2018,12,52,1,1.0,71.25714285714285
2018-12-26,384,4724,3523,78.4,2258,8769,84.9,-7.0,-12.0,0.0,47.0,16.0,10.44,2018,12,52,2,0.0,69.62857142857142
2018-12-27,398,4583,3362,84.9,2279,8889,73.3,-6.9,-14.2,0.0,48.0,24.0,10.36,2018,12,52,3,0.0,68.55714285714286
2018-12-28,402,4510,3332,73.3,2260,8817,39.9,-3.1,-10.4,0.0,42.0,19.0,10.57,2018,12,52,4,0.0,65.31428571428572
2018-12-29,232,2111,1458,39.9,2402,9898,42.0,-0.9,-11.2,0.0,51.0,24.0,10.48,2018,12,52,5,1.0,61.371428571428574
2018-12-30,182,1857,1479,42.0,2396,9974,49.6,-0.6,-10.3,0.0,56.0,18.0,9.16,2018,12,52,6,1.0,58.357142857142854
2018-12-31,388,4527,2999,49.6,2232,8578,32.8,-0.9,-7.9,0.0,62.0,36.0,7.84,2018,12,1,0,0.0,56.95714285714286
2019-01-01,201,1406,1046,32.8,2416,10404,36.1,0.0,-8.7,0.0,63.0,22.0,10.48,2019,1,1,1,1.0,57.271428571428565
2019-01-02,428,5290,3583,36.1,2215,8445,41.1,3.2,-8.4,0.0,58.0,19.0,10.28,2019,1,1,2,0.0,51.228571428571435
2019-01-03,426,5120,3772,41.1,2246,8665,39.2,3.9,-6.1,0.0,81.0,34.0,6.2,2019,1,1,3,0.0,44.971428571428575
2019-01-04,423,5065,3729,39.2,2228,8489,41.9,0.6,-4.8,0.0,81.0,20.0,10.05,2019,1,1,4,0.0,40.1
2019-01-05,204,2039,1538,41.9,2414,10000,35.5,2.5,-6.3,0.0,49.0,21.0,9.64,2019,1,1,5,1.0,40.385714285714286
2019-01-06,191,1855,1534,35.5,2409,10107,35.9,2.7,-6.2,0.0,64.0,29.0,8.71,2019,1,1,6,1.0,39.457142857142856
2019-01-07,441,5493,3984,35.9,2210,8366,48.1,0.3,-7.1,0.0,46.0,20.0,10.46,2019,1,2,0,0.0,37.5
2019-01-08,399,5014,3868,48.1,2213,8383,53.5,0.8,-9.3,0.0,37.0,19.0,8.47,2019,1,2,1,0.0,39.68571428571429
2019-01-09,364,4858,3687,53.5,2207,8341,48.6,2.7,-4.3,0.0,78.0,29.0,5.92,2019,1,2,2,0.0,42.17142857142857
2019-01-10,403,5041,3853,48.6,2231,8495,41.6,6.8,-0.3,0.0,78.0,41.0,8.53,2019,1,2,3,0.0,43.24285714285714
2019-01-11,430,5190,3896,41.6,2238,8585,45.2,7.8,0.0,0.0,58.0,33.0,7.71,2019,1,2,4,0.0,43.58571428571429
2019-01-12,202,2158,1604,45.2,2526,11073,40.0,7.2,-2.9,0.0,78.0,25.0,9.97,2019,1,2,5,1.0,44.057142857142864
2019-01-13,180,1798,1505,40.0,2437,10306,38.5,5.2,-2.2,0.0,82.0,52.0,6.03,2019,1,2,6,1.0,44.7
2019-01-14,420,5226,3936,38.5,2223,8482,47.9,2.6,-6.8,0.0,83.0,31.0,6.93,2019,1,3,0,0.0,45.07142857142857
2019-01-15,392,4881,3797,47.9,2230,8512,51.9,-1.7,-9.8,0.0,67.0,19.0,10.36,2019,1,3,1,0.0,45.042857142857144
2019-01-16,371,4860,3709,51.9,2209,8350,48.7,4.0,-3.1,0.0,80.0,19.0,11.07,2019,1,3,2,0.0,44.814285714285724
2019-01-17,404,5042,3850,48.7,2245,8635,36.8,6.5,-4.6,0.0,64.0,23.0,10.4,2019,1,3,3,0.0,44.82857142857143
2019-01-18,435,5137,3835,36.8,2236,8610,74.4,8.1,0.1,0.0,67.0,47.0,6.27,2019,1,3,4,0.0,44.142857142857146
2019-01-19,176,1984,1444,74.4,2494,10881,46.6,3.9,-5.4,0.0,78.0,20.0,11.56,2019,1,3,5,1.0,48.31428571428571
2019-01-20,181,1947,1605,46.6,2464,10551,44.4,3.9,-6.5,0.0,77.0,40.0,3.07,2019,1,3,6,1.0,49.25714285714286
2019-01-21,428,4986,3966,44.4,2221,8415,50.4,6.6,-3.2,0.0,77.0,45.0,9.85,2019,1,4,0,0.0,50.1
2019-01-22,397,4855,3892,50.4,2239,8558,59.4,6.9,-0.7,0.0,88.0,18.0,10.85,2019,1,4,1,0.0,50.457142857142856
2019-01-23,382,4719,3703,59.4,2231,8506,64.2,6.2,-4.5,0.0,51.0,13.0,11.71,2019,1,4,2,0.0,51.528571428571425
2019-01-24,397,4792,3672,64.2,2264,8758,53.9,2.4,-3.6,0.0,56.0,19.0,11.56,2019,1,4,3,0.0,53.74285714285714
2019-01-25,425,4878,3749,53.9,2230,8497,59.1,1.7,-6.3,0.0,40.0,20.0,12.29,2019,1,4,4,0.0,56.185714285714276
2019-01-26,199,2053,1535,59.1,2438,10257,41.5,4.7,-6.6,0.0,69.0,30.0,10.31,2019,1,4,5,1.0,54.0
2019-01-27,180,1877,1532,41.5,2490,10681,40.9,4.2,-1.8,0.0,78.0,18.0,11.76,2019,1,4,6,1.0,53.271428571428565
2019-01-28,451,5445,4081,40.9,2219,8389,63.9,6.7,-5.6,0.0,48.0,18.0,11.87,2019,1,5,0,0.0,52.771428571428565
2019-01-29,814,4943,3758,63.9,2269,8722,72.0,6.4,-2.7,0.0,74.0,40.0,9.13,2019,1,5,1,0.0,54.7
2019-01-30,378,4788,3624,72.0,2250,8722,70.3,2.3,-5.6,0.0,71.0,18.0,5.97,2019,1,5,2,0.0,56.5
2019-01-31,397,4832,3615,70.3,2282,8849,68.0,2.4,-7.4,0.3,79.0,29.0,9.71,2019,1,5,3,0.0,57.371428571428574
2019-02-01,388,4716,3508,68.0,2253,8667,29.5,5.7,-3.1,0.0,76.0,47.0,4.48,2019,2,5,4,0.0,59.38571428571429
2019-02-02,226,2092,1558,29.5,2455,10437,39.7,4.9,2.0,16.0,97.0,53.0,0.54,2019,2,5,5,1.0,55.15714285714286
2019-02-03,174,1713,1409,39.7,2393,9988,24.7,2.6,-3.1,0.0,86.0,19.0,12.74,2019,2,5,6,1.0,54.9
2019-02-04,200,1605,1254,24.7,2500,11251,41.0,10.1,-3.6,0.0,59.0,17.0,11.81,2019,2,6,0,1.0,52.58571428571429
2019-02-05,194,1584,1211,41.0,2708,12913,31.0,9.3,0.2,0.0,80.0,34.0,6.87,2019,2,6,1,1.0,49.31428571428571
2019-02-06,218,1751,1365,31.0,2498,11190,41.6,6.3,-7.7,0.5,89.0,20.0,13.09,2019,2,6,2,1.0,43.457142857142856
2019-02-07,403,5240,3829,41.6,2235,8497,51.1,-1.5,-10.1,0.0,40.0,20.0,12.08,2019,2,6,3,0.0,39.357142857142854
2019-02-08,399,5002,3861,51.1,2211,8329,34.9,-2.4,-8.5,0.0,44.0,21.0,13.27,2019,2,6,4,0.0,36.94285714285714
2019-02-09,218,2118,1627,34.9,2463,10360,42.8,-2.0,-9.0,0.0,39.0,24.0,7.83,2019,2,6,5,1.0,37.714285714285715
2019-02-10,174,1755,1478,42.8,2439,10334,64.7,1.6,-7.4,0.0,47.0,20.0,14.53,2019,2,6,6,1.0,38.15714285714286
2019-02-11,381,4962,3844,64.7,2215,8327,59.2,3.3,-4.0,0.0,59.0,22.0,12.34,2019,2,7,0,0.0,43.871428571428574
2019-02-12,408,5159,4039,59.2,2239,8540,60.4,2.5,-5.6,0.0,37.0,16.0,14.15,2019,2,7,1,0.0,46.471428571428575
2019-02-13,374,5040,3847,60.4,2221,8412,55.1,6.3,-5.8,0.0,36.0,16.0,14.39,2019,2,7,2,0.0,50.67142857142857
2019-02-14,402,4975,3871,55.1,2263,8720,60.0,0.7,-2.8,2.2,93.0,31.0,3.57,2019,2,7,3,0.0,52.6
2019-02-15,390,5003,3698,60.0,2213,8378,62.1,1.5,-5.0,0.2,73.0,38.0,13.19,2019,2,7,4,0.0,53.871428571428574
2019-02-16,200,2107,1549,62.1,2469,10630,42.5,4.4,-6.7,0.0,66.0,24.0,16.08,2019,2,7,5,1.0,57.75714285714285
2019-02-17,188,1976,1639,42.5,2403,9899,66.9,5.7,-4.5,0.0,65.0,28.0,10.19,2019,2,7,6,1.0,57.714285714285715
2019-02-18,396,4943,3813,66.9,2250,8623,51.2,2.8,0.2,4.6,94.0,37.0,3.43,2019,2,8,0,0.0,58.028571428571425
2019-02-19,377,5026,3747,51.2,2220,8452,78.9,4.3,0.5,0.0,78.0,49.0,6.26,2019,2,8,1,0.0,56.885714285714286
2019-02-20,341,4885,3553,78.9,2261,8749,65.5,8.4,-2.5,0.0,78.0,34.0,14.6,2019,2,8,2,0.0,59.52857142857143
2019-02-21,385,4976,3850,65.5,2255,8678,60.2,10.5,-1.5,0.0,77.0,29.0,15.33,2019,2,8,3,0.0,61.01428571428572
2019-02-22,386,4911,3766,60.2,2240,8547,61.5,14.1,0.5,0.0,71.0,16.0,16.04,2019,2,8,4,0.0,61.042857142857144
2019-02-23,206,2261,1678,61.5,2445,10421,47.9,13.7,1.3,0.0,73.0,22.0,16.07,2019,2,8,5,1.0,60.95714285714286
2019-02-24,175,1897,1587,47.9,2481,10624,53.9,10.0,1.5,0.0,88.0,28.0,14.21,2019,2,8,6,1.0,61.728571428571435
2019-02-25,395,5073,3894,53.9,2254,8656,63.8,11.6,-1.5,0.0,50.0,16.0,16.25,2019,2,9,0,0.0,59.871428571428574
2019-02-26,392,4852,3799,63.8,2254,8726,59.8,14.0,4.7,0.0,40.0,22.0,12.84,2019,2,9,1,0.0,61.67142857142858
2019-02-27,370,4969,3833,59.8,2241,8690,68.3,12.7,2.0,0.0,50.0,26.0,14.07,2019,2,9,2,0.0,58.942857142857136
2019-02-28,382,4839,3618,68.3,2293,9076,41.9,12.9,1.4,0.0,58.0,24.0,15.38,2019,2,9,3,0.0,59.34285714285714
2019-03-01,195,1996,1474,41.9,2396,10083,54.3,14.6,1.6,0.0,61.0,21.0,13.57,2019,3,9,4,1.0,56.72857142857142
2019-03-02,161,1928,1457,54.3,2419,10062,35.8,15.7,2.6,0.0,52.0,16.0,15.37,2019,3,9,5,1.0,55.699999999999996
2019-03-03,189,1970,1625,35.8,2436,10305,56.6,16.1,5.2,0.0,69.0,20.0,14.87,2019,3,9,6,1.0,53.971428571428575
2019-03-04,364,5140,3914,56.6,2209,8223,55.9,12.8,5.6,0.0,81.0,43.0,9.21,2019,3,10,0,0.0,54.357142857142854
2019-03-05,383,5170,3992,55.9,2227,8453,59.4,12.3,5.7,0.0,67.0,43.0,10.39,2019,3,10,1,0.0,53.228571428571435
2019-03-06,377,5083,3896,59.4,2224,8474,62.1,12.7,3.4,0.0,75.0,27.0,15.76,2019,3,10,2,0.0,53.17142857142857
2019-03-07,372,5076,3860,62.1,2237,8540,69.7,13.1,0.7,0.0,58.0,19.0,18.67,2019,3,10,3,0.0,52.285714285714285
2019-03-08,353,4825,3697,69.7,2237,8548,47.4,14.3,-0.3,0.0,60.0,10.0,14.44,2019,3,10,4,0.0,56.25714285714286
2019-03-09,196,2206,1658,47.4,2376,9670,44.6,15.2,6.8,0.0,48.0,12.0,8.91,2019,3,10,5,1.0,55.271428571428565
2019-03-10,175,1915,1578,44.6,2467,10474,59.8,9.8,3.6,0.0,77.0,41.0,9.72,2019,3,10,6,1.0,56.528571428571425
2019-03-11,373,5204,3909,59.8,2230,8451,65.9,7.6,0.2,0.0,86.0,23.0,5.15,2019,3,11,0,0.0,56.98571428571429
2019-03-12,371,5055,3953,65.9,2218,8404,62.4,8.3,-0.3,0.0,53.0,15.0,17.87,2019,3,11,1,0.0,58.41428571428571
2019-03-13,377,5155,3967,62.4,2213,8381,70.7,9.6,-1.7,0.0,71.0,21.0,14.02,2019,3,11,2,0.0,58.84285714285715
2019-03-14,385,4931,3829,70.7,2251,8667,59.7,10.9,2.3,3.5,93.0,26.0,9.93,2019,3,11,3,0.0,60.07142857142857
2019-03-15,419,5108,3840,59.7,2215,8406,51.0,8.6,0.3,0.0,95.0,42.0,11.76,2019,3,11,4,0.0,58.642857142857146
2019-03-16,224,2155,1621,51.0,2444,10343,40.6,12.0,2.7,0.0,83.0,24.0,19.62,2019,3,11,5,1.0,59.15714285714286
2019-03-17,199,1906,1618,40.6,2421,10221,74.1,14.1,1.4,0.0,77.0,21.0,16.33,2019,3,11,6,1.0,58.58571428571429
2019-03-18,392,4819,3770,74.1,2261,8757,70.8,16.7,3.5,0.0,79.0,22.0,15.01,2019,3,12,0,0.0,60.628571428571426
2019-03-19,396,4877,3909,70.8,2236,8499,72.2,14.4,7.2,10.4,96.0,44.0,4.38,2019,3,12,1,0.0,61.32857142857143
2019-03-20,403,5165,3824,72.2,2211,8369,54.4,10.9,2.4,9.4,97.0,55.0,7.51,2019,3,12,2,0.0,62.728571428571435
2019-03-21,434,5234,4039,54.4,2214,8305,54.4,8.3,-0.6,0.0,63.0,21.0,21.87,2019,3,12,3,0.0,60.4
2019-03-22,426,5036,3905,54.4,2201,8204,56.9,7.3,-0.4,1.7,84.0,27.0,12.62,2019,3,12,4,0.0,59.642857142857146
2019-03-23,231,2268,1683,56.9,2486,10622,36.1,9.3,-0.8,0.0,62.0,30.0,22.16,2019,3,12,5,1.0,60.48571428571429
2019-03-24,207,2015,1651,36.1,2477,10607,60.4,11.2,2.9,0.0,67.0,44.0,7.53,2019,3,12,6,1.0,59.84285714285714
2019-03-25,415,4978,3977,60.4,2227,8458,59.5,17.5,7.4,0.0,82.0,24.0,20.42,2019,3,13,0,0.0,57.885714285714286
2019-03-26,442,5063,4085,59.5,2240,8544,67.9,15.8,9.2,0.0,79.0,47.0,10.84,2019,3,13,1,0.0,56.27142857142858
2019-03-27,426,4913,3944,67.9,2242,8635,63.4,14.2,5.6,0.0,85.0,17.0,18.21,2019,3,13,2,0.0,55.65714285714286
2019-03-28,410,4858,3890,63.4,2230,8448,64.6,14.9,5.6,0.0,43.0,20.0,21.22,2019,3,13,3,0.0,56.942857142857136
2019-03-29,408,4872,3780,64.6,2226,8401,50.2,7.9,3.6,1.8,93.0,39.0,6.76,2019,3,13,4,0.0,58.4
2019-03-30,227,2217,1611,50.2,2491,10736,44.4,8.0,3.0,0.0,72.0,20.0,8.22,2019,3,13,5,1.0,57.442857142857136
2019-03-31,189,1935,1610,44.4,2434,10234,42.6,11.2,0.4,0.0,65.0,16.0,23.42,2019,3,13,6,1.0,58.62857142857143
2019-04-01,482,5573,4091,42.6,2225,8382,55.6,12.5,1.3,0.0,61.0,18.0,22.96,2019,4,14,0,0.0,56.08571428571428
2019-04-02,444,5015,4006,55.6,2216,8295,53.4,13.3,2.0,0.0,64.0,16.0,22.61,2019,4,14,1,0.0,55.528571428571425
2019-04-03,457,5253,4129,53.4,2233,8558,52.4,15.6,3.2,0.0,71.0,22.0,22.72,2019,4,14,2,0.0,53.457142857142856
2019-04-04,454,5111,4059,52.4,2261,8770,39.6,17.0,7.1,0.0,85.0,15.0,20.11,2019,4,14,3,0.0,51.88571428571429
2019-04-05,498,5458,4005,39.6,2227,8440,62.6,12.0,5.9,0.8,75.0,21.0,4.48,2019,4,14,4,0.0,48.31428571428571
2019-04-06,225,2158,1624,62.6,2469,10506,51.4,19.9,5.6,0.0,89.0,14.0,21.77,2019,4,14,5,1.0,50.08571428571429
2019-04-07,203,2039,1686,51.4,2470,10635,47.8,16.8,7.7,0.0,33.0,12.0,23.74,2019,4,14,6,1.0,51.08571428571428
2019-04-08,479,5410,4214,47.8,2237,8554,60.6,13.4,4.7,15.5,91.0,18.0,5.64,2019,4,15,0,0.0,51.82857142857143
2019-04-09,465,5250,4130,60.6,2237,8523,60.5,9.9,4.8,7.5,91.0,65.0,6.98,2019,4,15,1,0.0,52.542857142857144
2019-04-10,455,5049,4053,60.5,2222,8374,58.4,15.2,4.3,0.0,92.0,23.0,20.94,2019,4,15,2,0.0,53.557142857142864
2019-04-11,462,5108,4127,58.4,2249,8601,52.8,18.2,5.6,0.0,84.0,21.0,23.73,2019,4,15,3,0.0,54.41428571428571
2019-04-12,498,5151,3988,52.8,2259,8719,67.7,17.6,6.2,0.0,65.0,15.0,22.96,2019,4,15,4,0.0,56.300000000000004
2019-04-13,241,2178,1628,67.7,2505,10932,40.5,13.5,7.7,1.7,88.0,21.0,8.35,2019,4,15,5,1.0,57.028571428571425
2019-04-14,201,1905,1590,40.5,2445,10314,44.6,17.7,4.0,0.0,48.0,14.0,24.07,2019,4,15,6,1.0,55.471428571428575
2019-04-15,499,5414,4150,44.6,2239,8577,56.6,22.1,6.9,0.0,52.0,11.0,23.58,2019,4,16,0,0.0,55.01428571428572
2019-04-16,457,5013,4106,56.6,2227,8459,62.5,21.6,9.2,0.0,64.0,18.0,24.94,2019,4,16,1,0.0,54.442857142857136
2019-04-17,453,5055,4077,62.5,2266,8826,57.9,15.7,10.9,0.0,92.0,57.0,5.88,2019,4,16,2,0.0,54.72857142857142
2019-04-18,461,5084,4087,57.9,2239,8549,43.7,19.3,9.7,0.0,93.0,34.0,15.84,2019,4,16,3,0.0,54.65714285714286
2019-04-19,497,5531,4162,43.7,2236,8545,79.9,18.9,9.8,0.6,94.0,46.0,14.63,2019,4,16,4,0.0,53.357142857142854
2019-04-20,240,2517,1736,79.9,2541,11359,52.1,20.1,12.2,0.9,97.0,54.0,13.42,2019,4,16,5,1.0,55.10000000000001
2019-04-21,194,1991,1660,52.1,2472,10496,46.6,28.0,10.7,0.0,86.0,21.0,23.42,2019,4,16,6,1.0,56.75714285714286
2019-04-22,492,5380,4274,46.6,2251,8642,51.9,25.3,15.3,0.0,64.0,38.0,13.14,2019,4,17,0,0.0,57.042857142857144
2019-04-23,495,5237,4249,51.9,2250,8634,58.5,25.6,15.8,4.1,96.0,47.0,18.91,2019,4,17,1,0.0,56.371428571428574
2019-04-24,489,5225,4170,58.5,2249,8700,68.1,17.1,9.9,10.9,96.0,51.0,3.48,2019,4,17,2,0.0,55.800000000000004
2019-04-25,456,5225,3964,68.1,2239,8574,55.9,9.9,6.7,5.3,96.0,70.0,3.51,2019,4,17,3,0.0,57.25714285714285
2019-04-26,491,5288,4083,55.9,2230,8477,69.8,18.0,4.2,0.0,86.0,27.0,23.24,2019,4,17,4,0.0,59.0
2019-04-27,223,2188,1586,69.8,2485,10758,48.2,16.2,10.5,0.0,64.0,35.0,12.09,2019,4,17,5,1.0,57.55714285714286
2019-04-28,211,2020,1686,48.2,2480,10837,46.0,17.3,8.3,0.0,66.0,38.0,9.81,2019,4,17,6,1.0,57.0
2019-04-29,499,5228,4149,46.0,2233,8489,52.1,22.3,9.0,0.0,78.0,32.0,21.75,2019,4,18,0,0.0,56.91428571428571
2019-04-30,495,5150,4194,52.1,2259,8776,30.0,21.9,11.3,0.0,69.0,29.0,24.41,2019,4,18,1,0.0,56.942857142857136
